web_page_component,role,function,web_route,frontend_file,api_service_used,backend_endpoint,http_method,request,response,permissions,current_mobile_equivalent,mobile_status,required_mobile_screen_action,web_actions,api_ui_mismatch,backend_source
Goods,Super Admin,goodsTypeId,/admin/goods,pages/super_admin/Goods.jsx,services/api.js,/super_admin/air-cargo-goods-type-requests/{id},PATCH,"request_id: str, body: GoodsTypeRequestReview, db: Session=Depends(get_db), admin: User=Depends(get_super_admin)",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose goodsTypeId in the mobile Goods flow,"Add | createTemplate(gt.id)} className=""app-button-primary px-3 py-1.5 text-xs"">Add field | deleteTemplate(gt.id, template.id)} className=""text-danger hover:underline"">Remove | handleCreateGoodsType(cat.id)}
                className=""app-button-primary tap-button px-3 py-2""
              >
                Add Type | loadTemplates(gt.id)} className=""text-xs font-bold text-accent hover:underline"">Manage dynamic product fields | reviewAirCargoRequest(request, ""approved"")}>Approve match | reviewAirCargoRequest(request, ""rejected"")}>Reject",,D:\Projects\sahajomy-platform\backend\app\api\v1\air_cargo_pricing.py:410
Goods,Super Admin,handleCreateCategory,/admin/goods,pages/super_admin/Goods.jsx,services/api.js,/super_admin/goods/categories,POST,"body: GoodsCategoryCreate, db: Session=DB_SESSION, admin: User=SUPER_ADMIN_USER",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose handleCreateCategory in the mobile Goods flow,"Add | createTemplate(gt.id)} className=""app-button-primary px-3 py-1.5 text-xs"">Add field | deleteTemplate(gt.id, template.id)} className=""text-danger hover:underline"">Remove | handleCreateGoodsType(cat.id)}
                className=""app-button-primary tap-button px-3 py-2""
              >
                Add Type | loadTemplates(gt.id)} className=""text-xs font-bold text-accent hover:underline"">Manage dynamic product fields | reviewAirCargoRequest(request, ""approved"")}>Approve match | reviewAirCargoRequest(request, ""rejected"")}>Reject",,D:\Projects\sahajomy-platform\backend\app\api\v1\super_admin\routes.py:1218
Goods,Super Admin,form,/admin/goods,pages/super_admin/Goods.jsx,services/api.js,/super_admin/goods/types,POST,"body: GoodsTypeCreate, db: Session=DB_SESSION, admin: User=SUPER_ADMIN_USER",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose form in the mobile Goods flow,"Add | createTemplate(gt.id)} className=""app-button-primary px-3 py-1.5 text-xs"">Add field | deleteTemplate(gt.id, template.id)} className=""text-danger hover:underline"">Remove | handleCreateGoodsType(cat.id)}
                className=""app-button-primary tap-button px-3 py-2""
              >
                Add Type | loadTemplates(gt.id)} className=""text-xs font-bold text-accent hover:underline"">Manage dynamic product fields | reviewAirCargoRequest(request, ""approved"")}>Approve match | reviewAirCargoRequest(request, ""rejected"")}>Reject",,D:\Projects\sahajomy-platform\backend\app\api\v1\super_admin\routes.py:1296
Goods,Super Admin,toggleCategory,/admin/goods,pages/super_admin/Goods.jsx,services/api.js,/super_admin/goods/categories/{id},PATCH,"category_id: str, body: GoodsCategoryUpdate, db: Session=DB_SESSION, admin: User=SUPER_ADMIN_USER",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose toggleCategory in the mobile Goods flow,"Add | createTemplate(gt.id)} className=""app-button-primary px-3 py-1.5 text-xs"">Add field | deleteTemplate(gt.id, template.id)} className=""text-danger hover:underline"">Remove | handleCreateGoodsType(cat.id)}
                className=""app-button-primary tap-button px-3 py-2""
              >
                Add Type | loadTemplates(gt.id)} className=""text-xs font-bold text-accent hover:underline"">Manage dynamic product fields | reviewAirCargoRequest(request, ""approved"")}>Approve match | reviewAirCargoRequest(request, ""rejected"")}>Reject",,D:\Projects\sahajomy-platform\backend\app\api\v1\super_admin\routes.py:1242
Goods,Super Admin,toggleGoodsType,/admin/goods,pages/super_admin/Goods.jsx,services/api.js,/super_admin/goods/types/{id},PATCH,"type_id: str, body: GoodsTypeUpdate, db: Session=DB_SESSION, admin: User=SUPER_ADMIN_USER",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose toggleGoodsType in the mobile Goods flow,"Add | createTemplate(gt.id)} className=""app-button-primary px-3 py-1.5 text-xs"">Add field | deleteTemplate(gt.id, template.id)} className=""text-danger hover:underline"">Remove | handleCreateGoodsType(cat.id)}
                className=""app-button-primary tap-button px-3 py-2""
              >
                Add Type | loadTemplates(gt.id)} className=""text-xs font-bold text-accent hover:underline"">Manage dynamic product fields | reviewAirCargoRequest(request, ""approved"")}>Approve match | reviewAirCargoRequest(request, ""rejected"")}>Reject",,D:\Projects\sahajomy-platform\backend\app\api\v1\super_admin\routes.py:1373
Goods,Super Admin,response,/admin/goods,pages/super_admin/Goods.jsx,services/api.js,/super_admin/goods/types/{id}/attribute-templates,GET,"type_id: str, db: Session=DB_SESSION, admin: User=SUPER_ADMIN_USER",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose response in the mobile Goods flow,"Add | createTemplate(gt.id)} className=""app-button-primary px-3 py-1.5 text-xs"">Add field | deleteTemplate(gt.id, template.id)} className=""text-danger hover:underline"">Remove | handleCreateGoodsType(cat.id)}
                className=""app-button-primary tap-button px-3 py-2""
              >
                Add Type | loadTemplates(gt.id)} className=""text-xs font-bold text-accent hover:underline"">Manage dynamic product fields | reviewAirCargoRequest(request, ""approved"")}>Approve match | reviewAirCargoRequest(request, ""rejected"")}>Reject",,D:\Projects\sahajomy-platform\backend\app\api\v1\super_admin\routes.py:1496
Goods,Super Admin,form,/admin/goods,pages/super_admin/Goods.jsx,services/api.js,/super_admin/goods/types/{id}/attribute-templates,POST,"type_id: str, body: GoodsTypeAttributeTemplateCreate, db: Session=DB_SESSION, admin: User=SUPER_ADMIN_USER",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose form in the mobile Goods flow,"Add | createTemplate(gt.id)} className=""app-button-primary px-3 py-1.5 text-xs"">Add field | deleteTemplate(gt.id, template.id)} className=""text-danger hover:underline"">Remove | handleCreateGoodsType(cat.id)}
                className=""app-button-primary tap-button px-3 py-2""
              >
                Add Type | loadTemplates(gt.id)} className=""text-xs font-bold text-accent hover:underline"">Manage dynamic product fields | reviewAirCargoRequest(request, ""approved"")}>Approve match | reviewAirCargoRequest(request, ""rejected"")}>Reject",,D:\Projects\sahajomy-platform\backend\app\api\v1\super_admin\routes.py:1513
Goods,Super Admin,deleteTemplate,/admin/goods,pages/super_admin/Goods.jsx,services/api.js,/super_admin/goods/types/{id}/attribute-templates/{id},DELETE,"type_id: str, template_id: str, db: Session=DB_SESSION, admin: User=SUPER_ADMIN_USER",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose deleteTemplate in the mobile Goods flow,"Add | createTemplate(gt.id)} className=""app-button-primary px-3 py-1.5 text-xs"">Add field | deleteTemplate(gt.id, template.id)} className=""text-danger hover:underline"">Remove | handleCreateGoodsType(cat.id)}
                className=""app-button-primary tap-button px-3 py-2""
              >
                Add Type | loadTemplates(gt.id)} className=""text-xs font-bold text-accent hover:underline"">Manage dynamic product fields | reviewAirCargoRequest(request, ""approved"")}>Approve match | reviewAirCargoRequest(request, ""rejected"")}>Reject",,D:\Projects\sahajomy-platform\backend\app\api\v1\super_admin\routes.py:1588
OperatorDetail,Super Admin,response,/admin/operators/:operatorId,pages/super_admin/OperatorDetail.jsx,services/api.js,/super_admin/operators/{id}/overview,GET,"user_id: str, db: Session=DB_SESSION, admin: User=SUPER_ADMIN_USER",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose response in the mobile OperatorDetail flow,"Open case | Save company and compliance | Save service controls | closeCase(item.id)} className=""text-xs font-bold text-accent"">Resolve | runDecision(""approve"")} className=""app-button-primary min-h-[42px] px-4"">Approve | runDecision(""reactivate"")} className=""app-button-secondary min-h-[42px] px-4"">Reactivate | runDecision(""reject"")} className=""min-h-[42px] border border-danger px-4 font-semibold text-danger"">Reject | runDecision(""suspend"")} className=""min-h-[42px] border border-warning px-4 font-semibold text-warning"">Suspend",,D:\Projects\sahajomy-platform\backend\app\api\v1\super_admin\routes.py:2258
OperatorDetail,Super Admin,runDecision,/admin/operators/:operatorId,pages/super_admin/OperatorDetail.jsx,services/api.js,/super_admin/operators/{id}/decision,PATCH,"user_id: str, body: CargoOperatorDecision, db: Session=DB_SESSION, admin: User=SUPER_ADMIN_USER",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose runDecision in the mobile OperatorDetail flow,"Open case | Save company and compliance | Save service controls | closeCase(item.id)} className=""text-xs font-bold text-accent"">Resolve | runDecision(""approve"")} className=""app-button-primary min-h-[42px] px-4"">Approve | runDecision(""reactivate"")} className=""app-button-secondary min-h-[42px] px-4"">Reactivate | runDecision(""reject"")} className=""min-h-[42px] border border-danger px-4 font-semibold text-danger"">Reject | runDecision(""suspend"")} className=""min-h-[42px] border border-warning px-4 font-semibold text-warning"">Suspend",,D:\Projects\sahajomy-platform\backend\app\api\v1\super_admin\routes.py:2448
OperatorDetail,Super Admin,restricted,/admin/operators/:operatorId,pages/super_admin/OperatorDetail.jsx,services/api.js,/super_admin/operators/{id}/services,PATCH,"user_id: str, body: CargoOperatorServiceControlUpdate, db: Session=DB_SESSION, admin: User=SUPER_ADMIN_USER",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose restricted in the mobile OperatorDetail flow,"Open case | Save company and compliance | Save service controls | closeCase(item.id)} className=""text-xs font-bold text-accent"">Resolve | runDecision(""approve"")} className=""app-button-primary min-h-[42px] px-4"">Approve | runDecision(""reactivate"")} className=""app-button-secondary min-h-[42px] px-4"">Reactivate | runDecision(""reject"")} className=""min-h-[42px] border border-danger px-4 font-semibold text-danger"">Reject | runDecision(""suspend"")} className=""min-h-[42px] border border-warning px-4 font-semibold text-warning"">Suspend",,D:\Projects\sahajomy-platform\backend\app\api\v1\super_admin\routes.py:2581
OperatorDetail,Super Admin,saveProfile,/admin/operators/:operatorId,pages/super_admin/OperatorDetail.jsx,services/api.js,/super_admin/operators/{id}/profile,PATCH,"user_id: str, body: CargoOperatorProfileUpdate, db: Session=DB_SESSION, admin: User=SUPER_ADMIN_USER",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose saveProfile in the mobile OperatorDetail flow,"Open case | Save company and compliance | Save service controls | closeCase(item.id)} className=""text-xs font-bold text-accent"">Resolve | runDecision(""approve"")} className=""app-button-primary min-h-[42px] px-4"">Approve | runDecision(""reactivate"")} className=""app-button-secondary min-h-[42px] px-4"">Reactivate | runDecision(""reject"")} className=""min-h-[42px] border border-danger px-4 font-semibold text-danger"">Reject | runDecision(""suspend"")} className=""min-h-[42px] border border-warning px-4 font-semibold text-warning"">Suspend",,D:\Projects\sahajomy-platform\backend\app\api\v1\super_admin\routes.py:2517
OperatorDetail,Super Admin,createCase,/admin/operators/:operatorId,pages/super_admin/OperatorDetail.jsx,services/api.js,/super_admin/operators/{id}/cases,POST,"user_id: str, body: OperatorCaseCreate, db: Session=DB_SESSION, admin: User=SUPER_ADMIN_USER",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose createCase in the mobile OperatorDetail flow,"Open case | Save company and compliance | Save service controls | closeCase(item.id)} className=""text-xs font-bold text-accent"">Resolve | runDecision(""approve"")} className=""app-button-primary min-h-[42px] px-4"">Approve | runDecision(""reactivate"")} className=""app-button-secondary min-h-[42px] px-4"">Reactivate | runDecision(""reject"")} className=""min-h-[42px] border border-danger px-4 font-semibold text-danger"">Reject | runDecision(""suspend"")} className=""min-h-[42px] border border-warning px-4 font-semibold text-warning"">Suspend",,D:\Projects\sahajomy-platform\backend\app\api\v1\super_admin\routes.py:2647
OperatorDetail,Super Admin,resolution,/admin/operators/:operatorId,pages/super_admin/OperatorDetail.jsx,services/api.js,/super_admin/operators/{id}/cases/{id},PATCH,"user_id: str, case_id: str, body: OperatorCaseUpdate, db: Session=DB_SESSION, admin: User=SUPER_ADMIN_USER",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose resolution in the mobile OperatorDetail flow,"Open case | Save company and compliance | Save service controls | closeCase(item.id)} className=""text-xs font-bold text-accent"">Resolve | runDecision(""approve"")} className=""app-button-primary min-h-[42px] px-4"">Approve | runDecision(""reactivate"")} className=""app-button-secondary min-h-[42px] px-4"">Reactivate | runDecision(""reject"")} className=""min-h-[42px] border border-danger px-4 font-semibold text-danger"">Reject | runDecision(""suspend"")} className=""min-h-[42px] border border-warning px-4 font-semibold text-warning"">Suspend",,D:\Projects\sahajomy-platform\backend\app\api\v1\super_admin\routes.py:2694
OperatorDetail,Super Admin,POST /super_admin/users/{id}/revoke-tokens,/admin/operators/:operatorId,pages/super_admin/OperatorDetail.jsx,services/api.js,/super_admin/users/{id}/revoke-tokens,POST,"user_id: str, db: Session=DB_SESSION, admin: User=SUPER_ADMIN_USER",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose post in the mobile OperatorDetail flow,"Open case | Save company and compliance | Save service controls | closeCase(item.id)} className=""text-xs font-bold text-accent"">Resolve | runDecision(""approve"")} className=""app-button-primary min-h-[42px] px-4"">Approve | runDecision(""reactivate"")} className=""app-button-secondary min-h-[42px] px-4"">Reactivate | runDecision(""reject"")} className=""min-h-[42px] border border-danger px-4 font-semibold text-danger"">Reject | runDecision(""suspend"")} className=""min-h-[42px] border border-warning px-4 font-semibold text-warning"">Suspend",,D:\Projects\sahajomy-platform\backend\app\api\v1\super_admin\routes.py:597
Operators,Super Admin,params,/admin/operators,pages/super_admin/Operators.jsx,services/api.js,/super_admin/operators,GET,"status: Optional[str]=None, role: Optional[Literal['cargo_admin', 'sourcing_agent']]=None, service: Optional[str]=None, country: Optional[str]=None, search: Optional[str]=None, page: int=1, size: int=20, db: Session=DB_SESSION, admin: User=SUPER_ADMIN_USER",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose params in the mobile Operators flow,,,D:\Projects\sahajomy-platform\backend\app\api\v1\super_admin\routes.py:2037
Operators,Super Admin,params,/admin/operators,pages/super_admin/Operators.jsx,services/api.js,/public/cargo-operators/options,GET,,inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose params in the mobile Operators flow,,,D:\Projects\sahajomy-platform\backend\app\api\v1\cargo_operator_registrations.py:246
PendingApprovals,Super Admin,response,/admin/pending-approvals,pages/super_admin/PendingApprovals.jsx,services/api.js,/super_admin/users,GET,"role: Optional[str]=None, status: Optional[str]=None, search: Optional[str]=None, page: int=1, size: int=20, db: Session=DB_SESSION, admin: User=SUPER_ADMIN_USER",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose response in the mobile PendingApprovals flow,"handleApprove(user)}
                            className=""text-xs text-success hover:text-success-dark font-medium flex items-center gap-1""
                          >
                            
                            Approve | handleApprove(user)}
                      className=""min-h-[42px] rounded-lg border border-success px-3 text-sm font-medium text-success whitespace-nowrap""
                    >
                      Approve | handleReject(user)}
                            className=""text-xs text-danger hover:text-danger-dark font-medium flex items-center gap-1""
                          >
                            
                            Reject | handleReject(user)}
                      className=""min-h-[42px] rounded-lg border border-danger px-3 text-sm font-medium text-danger whitespace-nowrap""
                    >
                      Reject",,D:\Projects\sahajomy-platform\backend\app\api\v1\super_admin\routes.py:268
PendingApprovals,Super Admin,handleApprove,/admin/pending-approvals,pages/super_admin/PendingApprovals.jsx,services/api.js,/super_admin/operators/{id}/decision,PATCH,"user_id: str, body: CargoOperatorDecision, db: Session=DB_SESSION, admin: User=SUPER_ADMIN_USER",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose handleApprove in the mobile PendingApprovals flow,"handleApprove(user)}
                            className=""text-xs text-success hover:text-success-dark font-medium flex items-center gap-1""
                          >
                            
                            Approve | handleApprove(user)}
                      className=""min-h-[42px] rounded-lg border border-success px-3 text-sm font-medium text-success whitespace-nowrap""
                    >
                      Approve | handleReject(user)}
                            className=""text-xs text-danger hover:text-danger-dark font-medium flex items-center gap-1""
                          >
                            
                            Reject | handleReject(user)}
                      className=""min-h-[42px] rounded-lg border border-danger px-3 text-sm font-medium text-danger whitespace-nowrap""
                    >
                      Reject",,D:\Projects\sahajomy-platform\backend\app\api\v1\super_admin\routes.py:2448
PendingApprovals,Super Admin,handleApprove,/admin/pending-approvals,pages/super_admin/PendingApprovals.jsx,services/api.js,/super_admin/users/{id}/status,PATCH,"user_id: str, body: UserStatusUpdate, db: Session=DB_SESSION, admin: User=SUPER_ADMIN_USER",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose handleApprove in the mobile PendingApprovals flow,"handleApprove(user)}
                            className=""text-xs text-success hover:text-success-dark font-medium flex items-center gap-1""
                          >
                            
                            Approve | handleApprove(user)}
                      className=""min-h-[42px] rounded-lg border border-success px-3 text-sm font-medium text-success whitespace-nowrap""
                    >
                      Approve | handleReject(user)}
                            className=""text-xs text-danger hover:text-danger-dark font-medium flex items-center gap-1""
                          >
                            
                            Reject | handleReject(user)}
                      className=""min-h-[42px] rounded-lg border border-danger px-3 text-sm font-medium text-danger whitespace-nowrap""
                    >
                      Reject",,D:\Projects\sahajomy-platform\backend\app\api\v1\super_admin\routes.py:386
PendingApprovals,Super Admin,reason,/admin/pending-approvals,pages/super_admin/PendingApprovals.jsx,services/api.js,/super_admin/operators/{id}/decision,PATCH,"user_id: str, body: CargoOperatorDecision, db: Session=DB_SESSION, admin: User=SUPER_ADMIN_USER",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose reason in the mobile PendingApprovals flow,"handleApprove(user)}
                            className=""text-xs text-success hover:text-success-dark font-medium flex items-center gap-1""
                          >
                            
                            Approve | handleApprove(user)}
                      className=""min-h-[42px] rounded-lg border border-success px-3 text-sm font-medium text-success whitespace-nowrap""
                    >
                      Approve | handleReject(user)}
                            className=""text-xs text-danger hover:text-danger-dark font-medium flex items-center gap-1""
                          >
                            
                            Reject | handleReject(user)}
                      className=""min-h-[42px] rounded-lg border border-danger px-3 text-sm font-medium text-danger whitespace-nowrap""
                    >
                      Reject",,D:\Projects\sahajomy-platform\backend\app\api\v1\super_admin\routes.py:2448
PendingApprovals,Super Admin,reason,/admin/pending-approvals,pages/super_admin/PendingApprovals.jsx,services/api.js,/super_admin/users/{id}/status,PATCH,"user_id: str, body: UserStatusUpdate, db: Session=DB_SESSION, admin: User=SUPER_ADMIN_USER",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose reason in the mobile PendingApprovals flow,"handleApprove(user)}
                            className=""text-xs text-success hover:text-success-dark font-medium flex items-center gap-1""
                          >
                            
                            Approve | handleApprove(user)}
                      className=""min-h-[42px] rounded-lg border border-success px-3 text-sm font-medium text-success whitespace-nowrap""
                    >
                      Approve | handleReject(user)}
                            className=""text-xs text-danger hover:text-danger-dark font-medium flex items-center gap-1""
                          >
                            
                            Reject | handleReject(user)}
                      className=""min-h-[42px] rounded-lg border border-danger px-3 text-sm font-medium text-danger whitespace-nowrap""
                    >
                      Reject",,D:\Projects\sahajomy-platform\backend\app\api\v1\super_admin\routes.py:386
SeaBookings,Super Admin,Present page content / navigation,/admin/sea-bookings,pages/super_admin/SeaBookings.jsx,none,none,none,none,none,public or route guard,none,missing,Mobile page and all navigation actions,"setPage((current) => current - 1)} className=""app-button-secondary inline-flex min-h-[40px] items-center gap-1 px-3"">Previous",,
SourcingAgents,Super Admin,loadRegistrations,/admin/sourcing-agents,pages/super_admin/SourcingAgents.jsx,services/api.js,/super_admin/sourcing-agents,GET,"status: Optional[str]=Query(default=None), niche: Optional[str]=Query(default=None), search: Optional[str]=Query(default=None), page: int=Query(default=1, ge=1), size: int=Query(default=20, ge=1, le=100), db: Session=Depends(get_db), admin: User=Depends(get_super_admin)",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose loadRegistrations in the mobile SourcingAgents flow,"Cancel | Save | openEdit(row)}
                        className=""text-xs px-2 py-1 border border-border hover:bg-secondary inline-flex items-center gap-1""
                      >
                        
                        Edit | openEdit(row)}
                    className=""min-h-[40px] rounded-lg border border-border text-sm inline-flex items-center justify-center gap-1 hover:bg-secondary""
                  >
                    
                    Edit | quickStatusUpdate(row, 'inactive')}
                        className=""text-xs px-2 py-1 border border-border hover:bg-secondary""
                      >
                        Deactivate | quickStatusUpdate(row, 'inactive')}
                    className=""min-h-[40px] rounded-lg border border-border text-sm hover:bg-secondary""
                  >
                    Deactivate | quickStatusUpdate(row, 'rejected')}
                        className=""text-xs px-2 py-1 border border-border hover:bg-danger-soft""
                      >
                        Reject | quickStatusUpdate(row, 'rejected')}
                    className=""min-h-[40px] rounded-lg border border-border text-sm hover:bg-danger-soft""
                  >
                    Reject | quickStatusUpdate(row, 'verified')}
                        className=""text-xs px-2 py-1 border border-border hover:bg-success-soft""
                      >
                        Verify | quickStatusUpdate(row, 'verified')}
                    className=""min-h-[40px] rounded-lg border border-border text-sm hover:bg-success-soft""
                  >
                    Verify | setPage((prev) => Math.max(1, prev - 1))}
              className=""min-h-[40px] px-3 py-1 border border-border rounded disabled:opacity-50""
            >
              Prev",,D:\Projects\sahajomy-platform\backend\app\api\v1\sourcing_agent\registration_routes.py:947
SourcingAgents,Super Admin,saveEdit,/admin/sourcing-agents,pages/super_admin/SourcingAgents.jsx,services/api.js,/super_admin/sourcing-agents/{id},PATCH,"agent_id: str, body: SourcingAgentAdminUpdate, db: Session=Depends(get_db), admin: User=Depends(get_super_admin)",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose saveEdit in the mobile SourcingAgents flow,"Cancel | Save | openEdit(row)}
                        className=""text-xs px-2 py-1 border border-border hover:bg-secondary inline-flex items-center gap-1""
                      >
                        
                        Edit | openEdit(row)}
                    className=""min-h-[40px] rounded-lg border border-border text-sm inline-flex items-center justify-center gap-1 hover:bg-secondary""
                  >
                    
                    Edit | quickStatusUpdate(row, 'inactive')}
                        className=""text-xs px-2 py-1 border border-border hover:bg-secondary""
                      >
                        Deactivate | quickStatusUpdate(row, 'inactive')}
                    className=""min-h-[40px] rounded-lg border border-border text-sm hover:bg-secondary""
                  >
                    Deactivate | quickStatusUpdate(row, 'rejected')}
                        className=""text-xs px-2 py-1 border border-border hover:bg-danger-soft""
                      >
                        Reject | quickStatusUpdate(row, 'rejected')}
                    className=""min-h-[40px] rounded-lg border border-border text-sm hover:bg-danger-soft""
                  >
                    Reject | quickStatusUpdate(row, 'verified')}
                        className=""text-xs px-2 py-1 border border-border hover:bg-success-soft""
                      >
                        Verify | quickStatusUpdate(row, 'verified')}
                    className=""min-h-[40px] rounded-lg border border-border text-sm hover:bg-success-soft""
                  >
                    Verify | setPage((prev) => Math.max(1, prev - 1))}
              className=""min-h-[40px] px-3 py-1 border border-border rounded disabled:opacity-50""
            >
              Prev",,D:\Projects\sahajomy-platform\backend\app\api\v1\sourcing_agent\registration_routes.py:1035
SourcingAgents,Super Admin,quickStatusUpdate,/admin/sourcing-agents,pages/super_admin/SourcingAgents.jsx,services/api.js,/super_admin/sourcing-agents/{id},PATCH,"agent_id: str, body: SourcingAgentAdminUpdate, db: Session=Depends(get_db), admin: User=Depends(get_super_admin)",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose quickStatusUpdate in the mobile SourcingAgents flow,"Cancel | Save | openEdit(row)}
                        className=""text-xs px-2 py-1 border border-border hover:bg-secondary inline-flex items-center gap-1""
                      >
                        
                        Edit | openEdit(row)}
                    className=""min-h-[40px] rounded-lg border border-border text-sm inline-flex items-center justify-center gap-1 hover:bg-secondary""
                  >
                    
                    Edit | quickStatusUpdate(row, 'inactive')}
                        className=""text-xs px-2 py-1 border border-border hover:bg-secondary""
                      >
                        Deactivate | quickStatusUpdate(row, 'inactive')}
                    className=""min-h-[40px] rounded-lg border border-border text-sm hover:bg-secondary""
                  >
                    Deactivate | quickStatusUpdate(row, 'rejected')}
                        className=""text-xs px-2 py-1 border border-border hover:bg-danger-soft""
                      >
                        Reject | quickStatusUpdate(row, 'rejected')}
                    className=""min-h-[40px] rounded-lg border border-border text-sm hover:bg-danger-soft""
                  >
                    Reject | quickStatusUpdate(row, 'verified')}
                        className=""text-xs px-2 py-1 border border-border hover:bg-success-soft""
                      >
                        Verify | quickStatusUpdate(row, 'verified')}
                    className=""min-h-[40px] rounded-lg border border-border text-sm hover:bg-success-soft""
                  >
                    Verify | setPage((prev) => Math.max(1, prev - 1))}
              className=""min-h-[40px] px-3 py-1 border border-border rounded disabled:opacity-50""
            >
              Prev",,D:\Projects\sahajomy-platform\backend\app\api\v1\sourcing_agent\registration_routes.py:1035
SuperAdminDashboard,Super Admin,response,/admin/dashboard,pages/super_admin/SuperAdminDashboard.jsx,services/api.js,/super_admin/analytics/overview,GET,"db: Session=DB_SESSION, admin: User=SUPER_ADMIN_USER",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose response in the mobile SuperAdminDashboard flow,Try Again,,D:\Projects\sahajomy-platform\backend\app\api\v1\super_admin\routes.py:1856
SuperAdminDashboard,Super Admin,response,/admin/dashboard,pages/super_admin/SuperAdminDashboard.jsx,services/api.js,/super_admin/audit-logs,GET,"page: int=1, size: int=50, action: Optional[str]=None, user_id: Optional[str]=None, entity_type: Optional[str]=None, entity_id: Optional[str]=None, db: Session=DB_SESSION, admin: User=SUPER_ADMIN_USER",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose response in the mobile SuperAdminDashboard flow,Try Again,,D:\Projects\sahajomy-platform\backend\app\api\v1\super_admin\routes.py:1946
TrackShipments,Super Admin,loadAllShipments,/admin/track-shipments,pages/super_admin/TrackShipments.jsx,services/api.js,/tracking/admin/containers,GET,"status_filter: Optional[str]=Query(default=None, alias='status'), db: Session=DB_SESSION, current_user: User=CARGO_ADMIN_USER",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose loadAllShipments in the mobile TrackShipments flow,,,D:\Projects\sahajomy-platform\backend\app\api\v1\tracking.py:249
TrackShipments,Super Admin,loadAllShipments,/admin/track-shipments,pages/super_admin/TrackShipments.jsx,services/api.js,/tracking/admin/sea-bookings,GET,"status_filter: Optional[str]=Query(default=None, alias='status'), db: Session=DB_SESSION, current_user: User=CARGO_ADMIN_USER",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose loadAllShipments in the mobile TrackShipments flow,,,D:\Projects\sahajomy-platform\backend\app\api\v1\tracking.py:276
TrackShipments,Super Admin,loadAllShipments,/admin/track-shipments,pages/super_admin/TrackShipments.jsx,services/api.js,/tracking/admin/bookings,GET,"status_filter: Optional[str]=Query(default=None, alias='status'), db: Session=DB_SESSION, current_user: User=CARGO_ADMIN_USER",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose loadAllShipments in the mobile TrackShipments flow,,,D:\Projects\sahajomy-platform\backend\app\api\v1\tracking.py:308
TrackShipments,Super Admin,loadAllShipments,/admin/track-shipments,pages/super_admin/TrackShipments.jsx,services/api.js,/tracking/admin/shipment_orders,GET,"status_filter: Optional[str]=Query(default=None, alias='status'), db: Session=DB_SESSION, current_user: User=CARGO_ADMIN_USER",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose loadAllShipments in the mobile TrackShipments flow,,,D:\Projects\sahajomy-platform\backend\app\api\v1\tracking.py:337
